"track_guid","artists","remixers","track_name","track_version","release_name","label_name","distributor_name","genre_name","genre_id","chart_name"
"66317b74-8259-46ee-945e-befe1c226185","Folamour, Kio Amachree","Austin Ato","Ivoire feat. Kio Amachree","Austin Ato Remix","Re-Interpretations #1","Classic Music Company","Defected Records (administered by WMG from Q1 2011 on)","Indie Dance / Nu Disco",37,"Staff Picks 2018: Indie Dance/Nu Disco"
"8a53848d-d3d2-45cb-94d0-005c0295d51b","&ME, Adam Port, Jennifer Touch, Rampa","Gerd Janson","Lover Feat. Jennifer Touch","Gerd Janson Remix","You Are Safe Remixes","Keinemusik","Keinemusik","Indie Dance / Nu Disco",37,"Staff Picks 2018: Indie Dance/Nu Disco"
"c8fe20fc-d6bc-45dd-a15f-5a79bfdd6101","Jocelyn Brown, Martha Wash, Todd Terry","Re-Tide","Keep On Jumping","Re-Tide Disco Remix","Keep On Jumping (Re-Tide Disco Remix)","Phoenix Music Inc","Create Music Group","Indie Dance / Nu Disco",37,"Staff Picks 2018: Indie Dance/Nu Disco"
"a5635f17-24b1-40d0-8e19-79a82b7e0d85","Disclosure",NULL,"Love Can Be So Hard","Original Mix","Love Can Be So Hard","Universal-Island Records Ltd.","UMG (Global)","Indie Dance / Nu Disco",37,"Staff Picks 2018: Indie Dance/Nu Disco"
"a0833d1d-6a3f-44f2-82c7-cfb6a19d3363","Younger Rebinds",NULL,"Tim's Symphony","Original Mix","The Sound of Benny EP","Running Back","Wordandsound Medien GmbH","Indie Dance / Nu Disco",37,"Staff Picks 2018: Indie Dance/Nu Disco"
"be744fd1-9db6-4697-8d95-fa89ec51272f","Maars, Maceo Plex",NULL,"Mutant Disco feat. Maars","Original Mix","Mutant 1","Correspondant","!K7 Records GmbH","Indie Dance / Nu Disco",37,"Staff Picks 2018: Indie Dance/Nu Disco"
"3c8ed778-4a9c-40da-bc86-86a9ec9783cc","Doorly",NULL,"Drop The Needle","Original Mix","Nismo's Groove","Reptile Dysfunction","Paradise Entertainment & Distribution GmbH","Indie Dance / Nu Disco",37,"Staff Picks 2018: Indie Dance/Nu Disco"
"bfc75335-8c7d-4318-a0ef-9dd432205005","Soul Clap",NULL,"Moov To Tha Beat","Original Mix","Think Sideways Edits, Vol. 1","Reptile Dysfunction","Paradise Entertainment & Distribution GmbH","Indie Dance / Nu Disco",37,"Staff Picks 2018: Indie Dance/Nu Disco"
"69bbd251-667d-4ff5-bb9e-0c98ea097767","Hot Hot Hawk",NULL,"Bang! Bang! Like Tackleberry","Original Mix","Legendary","Nang","MRC Holdings","Indie Dance / Nu Disco",37,"Staff Picks 2018: Indie Dance/Nu Disco"
"09658b58-e224-47a2-9cfd-3ea11dd32dd6","Purple Disco Machine",NULL,"Dished (Male Stripper)","Extended Mix","Dished (Male Stripper) [Extended Mix]","Club Sweat","Xelon Entertainment","Indie Dance / Nu Disco",37,"Staff Picks 2018: Indie Dance/Nu Disco"
"560dcb39-e729-4411-b22a-66749aa64729","Jimpster",NULL,"Lightshine","Original Mix","Hallo Montag 2018 Part 2","Suol","Suol Music GmbH","Deep House",12,"Staff Picks 2018: Deep House"
"ea5aea17-4592-4338-9992-2470e9f24df5","Local Options",NULL,"Be My Satellite","Original Mix","Let Me Freak","Nite Grooves","Paradise Entertainment & Distribution GmbH","Deep House",12,"Staff Picks 2018: Deep House"
"33ab1660-4f40-4d6f-9cdf-95d02ddc7b87","Saison",NULL,"Moments","Original Mix","Moments","Large Music","Large Music LLC","Deep House",12,"Staff Picks 2018: Deep House"
"87a10fd7-d4d8-4ef1-b5ae-bbce48920813","Ian Pooley",NULL,"Time","Original Mix","Hallo Montag 2018 Part 1","Suol","Suol Music GmbH","Deep House",12,"Staff Picks 2018: Deep House"
"6380c558-ec25-49b4-905d-5418007c41cf","Adryiano",NULL,"Me and You and Her","Original Mix","Me and You and Her EP","Heist Recordings","Wordandsound Medien GmbH","Deep House",12,"Staff Picks 2018: Deep House"
"09f4bbb4-a488-44eb-b478-1cfa75996924","Homero Espinosa, Mark Farina",NULL,"What Ya Saying","Original Mix","What Ya Saying","Large Music","Large Music LLC","Deep House",12,"Staff Picks 2018: Deep House"
"1838dda0-54ca-4bb6-9e74-191a07358632","The Checkup",NULL,"The Movement","Original Mix","The Movement","Heat Up Music","Label Worx","Deep House",12,"Staff Picks 2018: Deep House"
"de9702a6-ba78-477f-be70-2199d052486a","The Revenge",NULL,"Subconcious","Original Mix","Roar Groove meets Dirt Crew Vol. 3","Dirt Crew Recordings","ePM Online","Deep House",12,"Staff Picks 2018: Deep House"
"446547eb-237b-45dc-aa25-fb850de7441f","Folamour","thatmanmonkz","Y'all Right","thatmanmonkz 8 Minutes Of Funk Remix","Re-Interpretations #1","Classic Music Company","Defected Records (administered by WMG from Q1 2011 on)","Deep House",12,"Staff Picks 2018: Deep House"
"2ef3cd03-7e5f-4c4e-bac5-ad8e1fc47ccd","Okain",NULL,"Fifty 9","Original Mix","Reminders, Vol. 1","Talman Records","Music Mail Tontraeger GmbH / Dig Dis","Deep House",12,"Staff Picks 2018: Deep House"
"3cdcd2f9-745f-44d2-a2a5-81dfb1fde9c8","Weiss (UK)",NULL,"Feel My Needs","Original Mix","Feel My Needs","Toolroom","Toolroom Productions Ltd","House",5,"Staff Picks 2018: House"
"563dd121-3256-4d7a-9110-d87211aceed7","Brame & Hamo",NULL,"Roy Keane","Original Mix","Club Orange EP","Brame & Hamo","Wordandsound Medien GmbH","House",5,"Staff Picks 2018: House"
"e1674444-f8d9-47de-a99b-9f4fba343532","Gypsymen, Todd Terry","David Penn","Babarabatiri","David Penn Remix","Babarabatiri (David Penn Remix)","Phoenix Music Inc","Create Music Group","House",5,"Staff Picks 2018: House"
"9ba0eb6e-446e-4ed7-acd3-d359c9599fd9","Ferdinand Weber",NULL,"Back In The Building","Original Mix","Back In The Building","Love & Other","Toolroom Productions Ltd","House",5,"Staff Picks 2018: House"
"20ee504a-3d4b-4ac3-9738-e7f99b3c983d","David Penn, Roog",NULL,"House Thing","48 Hours Mix","Roog, David Penn","Urbana Recordings","Urbana Recordings / Zen Records S.L.","House",5,"Staff Picks 2018: House"
"5164121b-259d-44ea-a3e6-103d8e71d848","Alessio Cala', Angelo Ferreri",NULL,"Around 90's","Original Mix","Around 90's EP","D-Vine Sounds","Label Worx","House",5,"Staff Picks 2018: House"
"7376317c-97ef-4a05-8e1a-f7ab3fbb757a","Mele, Shovell",NULL,"Pasilda","Extended Mix","Mele In The House Sampler","Defected","Defected Records (administered by WMG from Q1 2011 on)","House",5,"Staff Picks 2018: House"
"40c4e324-55f3-4680-a079-36a0814abb3a","Mirko & Meex",NULL,"A Jam","Original Mix","A Jam","MONOSIDE","Label Worx","House",5,"Staff Picks 2018: House"
"0a575aff-9d75-4ba2-bd1e-630958444c02","PEZNT",NULL,"Get Inside","Original Mix","Get Inside / Rotate","Inhouse","GM7, Inc.","House",5,"Staff Picks 2018: House"
"f59ec171-3c34-43ca-b29a-f03be2a7cac8","Lorenz Rhode",NULL,"Belair","Original Mix","Belair EP","Dirt Crew Recordings","ePM Online","House",5,"Staff Picks 2018: House"
"f3c13a52-f082-4541-a94c-2037db970aa2","Dvit Bousa, Rio Dela Duna","The Cube Guys","My Life","The Cube Guys Edit","My Life","Cube Recordings","Cube Recordings","Funky / Groove / Jackin' House",81,"Staff Picks 2018: Funky/Groove/Jackin' House"
"4231928e-6844-47eb-b071-9a948f2f6ce6","Malone, Redondo",NULL,"Hurt Me No More","Extended Mix","Hurt Me No More","SPINNIN' DEEP","Warner Music Group","Funky / Groove / Jackin' House",81,"Staff Picks 2018: Funky/Groove/Jackin' House"
"4e3c7d31-4d08-4714-8fd5-6f3cc5446bd0","Yvvan Back",NULL,"Rhythm In The House","Original Mix","Rhythm In The House","Whore House","Hoxton Music Ltd","Funky / Groove / Jackin' House",81,"Staff Picks 2018: Funky/Groove/Jackin' House"
"a07a5f7d-a64e-4d1a-bc3e-4fa9b1ebe513","Disk Nation",NULL,"Funkastik","Original Mix","Funkastik","Ammo Recordings","Blahzay Media Ltd - former Nocturnal Recordings Label Group","Funky / Groove / Jackin' House",81,"Staff Picks 2018: Funky/Groove/Jackin' House"
"b07f679e-ec4d-4093-a4b1-a84f5e5280a2","StevAxel, The Cube Guys",NULL,"Piaaano","Original Mix","Piaaano","Cube Recordings","Cube Recordings","Funky / Groove / Jackin' House",81,"Staff Picks 2018: Funky/Groove/Jackin' House"
"1c29ea49-22a7-47f8-8850-cfb2e5799dd3","GotSome",NULL,"Mardi Gras","Original Mix","Mardi Gras","Street King","Paradise Entertainment & Distribution GmbH","Funky / Groove / Jackin' House",81,"Staff Picks 2018: Funky/Groove/Jackin' House"
"264eeba0-7193-469d-b33f-0415a1799e46","Dirtydisco, Sweetpower",NULL,"Beat Around","Original Mix","Beat Around","Disco Revenge","Music Mail Tontraeger GmbH / Dig Dis","Funky / Groove / Jackin' House",81,"Staff Picks 2018: Funky/Groove/Jackin' House"
"88a466ce-4946-4ec8-86a2-69b377d80fdc","Dog Collective, Mike Mago",NULL,"Always On My Mind","Extended Mix","Always On My Mind","SPINNIN' RECORDS","Warner Music Group","Funky / Groove / Jackin' House",81,"Staff Picks 2018: Funky/Groove/Jackin' House"
"fafa27c9-b73a-462d-9d69-3e1f76c2e24b","David Tort, Motel Boutique","David Tort","I Forgot To Live","David Tort Extended Club Remix","I Forgot To Live","HoTL Records","Housesession GmbH","Funky / Groove / Jackin' House",81,"Staff Picks 2018: Funky/Groove/Jackin' House"
"d59d55a0-f5e1-4586-9181-a4e378eb8946","Johan S, One Foot In The Grave",NULL,"She Knows","Original Mix","She Knows","Subtractive Recordings","Blahzay Media Ltd - former Nocturnal Recordings Label Group","Funky / Groove / Jackin' House",81,"Staff Picks 2018: Funky/Groove/Jackin' House"
"268738c9-11bb-4495-89d7-2820e76ea168","Armonica","Andhim","Ngeke","Andhim Remix","Ngeke","MoBlack Records","MTN Muting The Noise GmbH","Afro House",89,"Staff Picks 2018: Afro House"
"0ab7e5cf-e6f4-4a59-8567-87983f8d6dba","Hyenah","Enoo Napa","You Made Me Who I Am","Enoo Napa Remix","The Ritual - Remixed","Rise Music","MTN Muting The Noise GmbH","Afro House",89,"Staff Picks 2018: Afro House"
"cd639098-1067-4ea9-9da8-14daed63a484","Gonzo-Gonzo, K.E.E.N.E.","Floyd Lavine","Sand","Floyd Lavine Remix","Sand","Perplex!","Paradise Entertainment & Distribution GmbH","Afro House",89,"Staff Picks 2018: Afro House"
"b6a3efab-9b48-406b-b413-2a064a43534b","Emmanuel Jal","FNX OMAR","Kuar","FNX Omar Remix","Kuar (FNX Omar Remix)","MoBlack Records","MTN Muting The Noise GmbH","Afro House",89,"Staff Picks 2018: Afro House"
"a7ecd6e0-33cc-4219-92a3-efc32a971901","Kyodai",NULL,"Yambu","Original Mix","Yambu EP","Afroterraneo Music","Label Worx","Afro House",89,"Staff Picks 2018: Afro House"
"d2282d4f-03ed-4df8-ad29-ab985b3ae92b","FNX OMAR, Oscar P",NULL,"Filtered African Blues","FNX OMAR Remix","Filtered African Blues","Seres Producoes","Label Worx","Afro House",89,"Staff Picks 2018: Afro House"
"9f65f37c-2ea5-4a12-a649-9b080534c796","DJ Applejac",NULL,"G.A. Tech","Original Mix","The Adinkra EP","Shadeleaf Music","ePM Online","Afro House",89,"Staff Picks 2018: Afro House"
"18a9a715-608b-4426-aed3-c6115d736b5e","Whitesquare",NULL,"Stina","Original Mix","Nella Testa","Freerange Records","PIAS:Digital","Afro House",89,"Staff Picks 2018: Afro House"
"07eadb30-1d3c-4126-9faf-b3c740ec8393","Mr Raoul K, Rancido",NULL,"Tamale (feat. Sona Diabate)","Original Mix","African Paradigm EP 1","Compost","Compost Medien GmbH & Co. KG","Afro House",89,"Staff Picks 2018: Afro House"
"578e08ff-e40b-411e-a19d-45ccd17c287d","Shota","Manoo","Smile","Manoo Vocal Remix","Smile","Tribe Records","Believe SAS","Afro House",89,"Staff Picks 2018: Afro House"
"db174b9f-50ce-4ea7-969c-97dfe47eef9f","Dany B",NULL,"I'm Yours","Original Mix","Gotta Get It EP","Jolly Jams","Wordandsound Medien GmbH","Funk / Soul / Disco",40,"Staff Picks 2018: Funk/Soul/Disco"
"912744cd-7772-4786-805b-9b6a3cbfbe70","Skalp",NULL,"Future Funk","Original Mix","Future Funk","Check It Out Records","Label Worx","Funk / Soul / Disco",40,"Staff Picks 2018: Funk/Soul/Disco"
"505a7165-c5aa-4f47-8e26-11494b81503b","Ray Barretto","DJ Jose Marquez","Indestructible (Dj Jose Marquez Remix)","Original Mix","Hammock House: Santiago Sessions","Fania","The Orchard","Funk / Soul / Disco",40,"Staff Picks 2018: Funk/Soul/Disco"
"3b683983-522c-4890-a4e8-cad2a9c00250","Bunny Sigler","Larry Levan","By the Way You Dance (I Knew It Was You)","Larry Levan Remix; 2017 - Remaster","Dimitri from Paris Presents Salsoul Mastermix","Salsoul Records","Warner Music Group","Funk / Soul / Disco",40,"Staff Picks 2018: Funk/Soul/Disco"
"ba56b879-e736-4f84-99b1-ce8428009925","Charles Feelgood, Felipe Avelar",NULL,"Feelin' Fine","Original Mix","Feelin' Fine","Ammo Recordings","Blahzay Media Ltd - former Nocturnal Recordings Label Group","Funk / Soul / Disco",40,"Staff Picks 2018: Funk/Soul/Disco"
"2e11c3d7-6122-47c1-8bdf-c23bfdaafdd1","Soul of Hex",NULL,"Far beyond the sun","Original Mix","Helipop EP","Quintessentials","Wordandsound Medien GmbH","Funk / Soul / Disco",40,"Staff Picks 2018: Funk/Soul/Disco"
"6d4d4ac7-4d34-4769-b8a8-10dedeb3ec95","Groove Motion",NULL,"You, Foundry","Original Mix","You, Foundry","Solid State Disco","Music Mail Tontraeger GmbH / Dig Dis","Funk / Soul / Disco",40,"Staff Picks 2018: Funk/Soul/Disco"
"8bae4618-c3b6-4e81-a1de-3b380be11fa1","The Souljazz Orchestra",NULL,"Dog eat dog","Original Mix","Under Burning Skies","Strut","!K7 Records GmbH","Funk / Soul / Disco",40,"Staff Picks 2018: Funk/Soul/Disco"
"90166a13-5e06-459c-a471-2d9a402a34e6","Balako",NULL,"Jungle Music","Edit","Jungle Music - EP","Greco-Roman","Believe SAS","Funk / Soul / Disco",40,"Staff Picks 2018: Funk/Soul/Disco"
"7a072793-4640-4979-a25e-db0e3be8e59e","Strakc, Tristan Driesenaar",NULL,"Likwit Esunshine featuring Tristan Driesenaar","Original Mix","Likwit Esunshine","Fremdtunes","ePM Online","Funk / Soul / Disco",40,"Staff Picks 2018: Funk/Soul/Disco"
"8a2f8c31-aabd-4762-b8ae-19e03fc09dc1","Benny L, Shimon",NULL,"Yeti","Original Mix","Yeti","Bassrush Records","Create Music Group","Drum & Bass",1,"Staff Picks 2018: Drum & Bass"
"5deb8a5f-e0df-4f25-9dda-4b9dd2faaa03","Lily Allen, Shy FX, Stamina MC",NULL,"Roll The Dice (feat. Stamina MC & Lily Allen)","Original Mix","Roll The Dice (feat. Stamina MC & Lily Allen)","Cult.ure","Warner Music Group","Drum & Bass",1,"Staff Picks 2018: Drum & Bass"
"22288da4-7260-4e24-8818-ac63110fe2a0","SpectraSoul","Circuits","Organiser","Circuits Rewire","Organiser - Circuits Rewire","Critical Music","Triple Vision Record Distribution","Drum & Bass",1,"Staff Picks 2018: Drum & Bass"
"3625d27a-b21e-44f0-801a-2e5021398fa7","Break",NULL,"Keepin It Raw","Original Mix","Another Way (Album Sampler 1)","Symmetry Recordings","INgrooves (International)","Drum & Bass",1,"Staff Picks 2018: Drum & Bass"
"44f58e26-8d97-424b-b099-d6356b00982c","Severity","Whiney","Broken Hearted","Whiney Remix","Fakeworld","Unchained Recordings","Cygnus Music","Drum & Bass",1,"Staff Picks 2018: Drum & Bass"
"cd5100d5-71ce-45be-bb27-fadfc020f4dc","Bungle",NULL,"Cocooned VIP","Original Mix","Cocooned VIP","ThirtyOne Recordings","Triple Vision Record Distribution","Drum & Bass",1,"Staff Picks 2018: Drum & Bass"
"9cb12b66-8166-4f3b-9a37-8e68c8edefdd","Kings Of The Rollers",NULL,"Hot Wheels","Original Mix","Hot Wheels","Hospital Records","Hospital Records Limited","Drum & Bass",1,"Staff Picks 2018: Drum & Bass"
"333c0374-6a4f-4d94-b197-74e4dac3b031","Current Value",NULL,"Signal Jam","Original Mix","Signal Jam","Blackout Music NL","Triple Vision Record Distribution","Drum & Bass",1,"Staff Picks 2018: Drum & Bass"
"6a4cb8d7-cd62-42af-bd5e-cb74c22dffb3","Aries, Bou, Cheshire Cat, Stivs",NULL,"Dubplate Style","Bou Remix","Jungle Style - Remixes","Born On Road","Cygnus Music","Drum & Bass",1,"Staff Picks 2018: Drum & Bass"
"05e4d689-19b5-420f-b326-0717bb160e95","Chase & Status, Cutty Ranks",NULL,"Retreat2018","Original Mix","Retreat2018 / Heater","Virgin EMI","UMG (Global)","Drum & Bass",1,"Staff Picks 2018: Drum & Bass"
"242b3a55-6fdb-4cce-b86c-f90045ba459b","iamphantvm",NULL,"Trust Me","Original Mix","Trust Me / In My Mind","Yosh Pit","Believe SAS","Garage / Bassline / Grime",86,"Staff Picks 2018: Garage / Bassline / Grime"
"d1b40668-60d5-4d33-9a19-9196d22e100a","Fork and Knife",NULL,"Robotto","Original Mix","Raw Tactics Allstars, Vol. 1","Raw Tactics","Xelon Entertainment","Garage / Bassline / Grime",86,"Staff Picks 2018: Garage / Bassline / Grime"
"ddd908e4-16dc-4cd1-8e51-c896bebafeed","Royal Flush (UK)",NULL,"Hold Me Down","Original Mix","Skin","Downplay","The State51 Conspiracy","Garage / Bassline / Grime",86,"Staff Picks 2018: Garage / Bassline / Grime"
"427bc6bf-ab62-45b1-bf04-1d8f112a65c4","Nonames","Sumgii","Dads and Mums feat. Roachee, Killa P","Sumgii Remix","E Numbers","Tru Thoughts","Believe SAS","Garage / Bassline / Grime",86,"Staff Picks 2018: Garage / Bassline / Grime"
"9b8069de-8cc5-49fa-8b5f-97b42912e4ae","FooR",NULL,"Take It Higher","Original Mix","Take It Higher","YosH","Believe SAS","Garage / Bassline / Grime",86,"Staff Picks 2018: Garage / Bassline / Grime"
"ae512fee-54ab-411e-99a5-f44d59b85a6f","FINEART, Skepsis",NULL,"With U","Original Mix","With U","Maraki Records","Believe SAS","Garage / Bassline / Grime",86,"Staff Picks 2018: Garage / Bassline / Grime"
"9f3dd81d-23c9-4c3e-8a77-7af5a1f03919","Dread MC, Taiki Nulight",NULL,"Iconic","Original Mix","Murky Manor","Night Bass Records","Seed","Garage / Bassline / Grime",86,"Staff Picks 2018: Garage / Bassline / Grime"
"b64859c0-49fb-4f77-b0b0-8ba7652a1311","Ill Blu, Krept & Konan, Loski, ZieZie",NULL,"Chop My Money","DJ Q Remix","Chop My Money (The Remixes)","RCA Records Label","Sony Music Entertainment","Garage / Bassline / Grime",86,"Staff Picks 2018: Garage / Bassline / Grime"
"fcd740da-48c7-4f54-adb0-7659a2f2dd3a","Amber Mark, Dram",NULL,"Put You On","MJ Cole Extended Mix","Put You On","Virgin EMI","UMG (Global)","Garage / Bassline / Grime",86,"Staff Picks 2018: Garage / Bassline / Grime"
"efe28550-c8b4-400b-80f4-50fda756b43b","Famous Eno, Killa P",NULL,"Longtime (feat. Killa P)","Original Mix","Music for Clubs","Swing Ting","Kudos Records Ltd","Garage / Bassline / Grime",86,"Staff Picks 2018: Garage / Bassline / Grime"
"cb91a57c-100e-4319-b390-f818f082c4bc","Amelie Lens",NULL,"Energize","Original Mix","Basiel EP","Lenske","N.E.W.S. N.V.","Techno",6,"Staff Picks 2018: Techno"
"9de86c1f-5205-477f-933c-de49c6ce490c","Adam Beyer, Bart Skils",NULL,"Your Mind","Original Mix","Your Mind","Drumcode","Drumcode / Adam Beyer AB","Techno",6,"Staff Picks 2018: Techno"
"9f5de11d-22a9-47e7-99d2-29479989de55","BEC",NULL,"No Regrets","Original Mix","No Regrets","Second State","GoodToGo GmbH (Groove Attack)","Techno",6,"Staff Picks 2018: Techno"
"6ec2a425-75b9-4166-ad80-b5d9ffc8db35","Joran Van Pol",NULL,"Outsider","Original Mix","Outsider EP","ELEVATE","Label Worx","Techno",6,"Staff Picks 2018: Techno"
"293c6a30-fdec-4689-a1ce-dab60b50732f","Rebekah",NULL,"Enigma","Original Mix","Enigma EP","Soma Records","Soma Records","Techno",6,"Staff Picks 2018: Techno"
"fc3c259c-26e5-476b-baa0-42f3ec30ea12","CIREZ D",NULL,"DARE U","Original Mix","DARE U","Mouseville","Pryda Recordings Limited","Techno",6,"Staff Picks 2018: Techno"
"e4789c6f-52b5-490d-a563-3aa35a92c1ba","ANNA",NULL,"Hidden Beauties","Original Mix","Speicher 101","Kompakt Extra","Kompakt","Techno",6,"Staff Picks 2018: Techno"
"10aae16c-aa1c-4f5b-b295-f0b499576365","Charlotte de Witte",NULL,"Brussels","Original Mix","Brussels EP","novamute","PIAS:Digital","Techno",6,"Staff Picks 2018: Techno"
"fc1c59d9-8951-4e92-a6ba-cc73f0006403","Jay Lumen",NULL,"Asteroid","Original Mix","Asteroid","Footwork","Planet Gong Productions","Techno",6,"Staff Picks 2018: Techno"
"f7f26b85-ccd2-4fd6-aeac-bc4385521270","JX-216",NULL,"Xingu","Original Mix","Xingu / Flux","BEK Audio","ePM Online","Techno",6,"Staff Picks 2018: Techno"
"db9e59b2-1fde-482e-8d0c-38e32b1d17ea","RUFUS DU SOL","Adam Port","Underwater","Adam Port Remix","SOLACE REMIXES VOL. 2","Rose Avenue/Reprise","Warner Music Group","Melodic House & Techno",90,"Staff Picks 2018: Melodic House & Techno"
"2f9906f5-6bc2-4c4c-a043-b2e38c7e217f","Kolsch, Tiga",NULL,"HAL","Original Mix","HAL","IPSO","Kompakt","Melodic House & Techno",90,"Staff Picks 2018: Melodic House & Techno"
"51a941c6-63c7-4651-846e-9e9b1a2a3322","Niko Schwind, Oliver Koletzki","Andhim","Subati","Andhim's Electrica Cucar Remix","Noordhoek Remixed","Stil Vor Talent","Stil Vor Talent","Melodic House & Techno",90,"Staff Picks 2018: Melodic House & Techno"
"32dafb23-36dd-4b97-9db1-b42a4d5fd8a5","Monolink","Tale Of Us","Swallow","Tale Of Us Remix","Swallow (Tale Of Us Remix)","Embassy One","Zebralution GmbH","Melodic House & Techno",90,"Staff Picks 2018: Melodic House & Techno"
"7528a860-6a47-45b5-869c-52b210da3d32","Volen Sentir",NULL,"Arrival","Original Mix","Summer Sampler 2018","All Day I Dream ","Above Board Distribution Limited","Melodic House & Techno",90,"Staff Picks 2018: Melodic House & Techno"
"01039178-030d-4a2e-92a1-1cfa9e1e1fa0","Jon Hopkins","ANNA","Singularity","ANNA Remix","Singularity - ANNA Remix","Domino","Domino Records Recordings Co Ltd","Melodic House & Techno",90,"Staff Picks 2018: Melodic House & Techno"
"e32c5553-0f7f-4a42-bb71-8a777bd62bd7","GHEIST",NULL,"Loewe","Original Mix","Loewe","Mobilee Records","!K7 Records GmbH","Melodic House & Techno",90,"Staff Picks 2018: Melodic House & Techno"
"97530f4d-2b49-4eff-aaca-9d892dfb1379","Agatha Pher",NULL,"Light Shadow","Original Mix","Skinthings","Seven Villas","Kontor New Media GmbH","Melodic House & Techno",90,"Staff Picks 2018: Melodic House & Techno"
"0f1667a4-9894-4ce2-a5be-7e47302e7302","John Monkman, Pete Tong",NULL,"Placebo","Original","Placebo","Beesemyer Music","Above Board Distribution Limited","Melodic House & Techno",90,"Staff Picks 2018: Melodic House & Techno"
"e8741872-c7bb-4986-862e-ef2a3ab19344","Carl Bee",NULL,"Pacer","Original Mix","Pacer","Green","Rejected","Melodic House & Techno",90,"Staff Picks 2018: Melodic House & Techno"
"f168795f-da8b-410f-9d53-86f34b7f1967","TSVI",NULL,"Hossam","Original Mix","Hossam","Nervous Horizon","Kudos Records Ltd","Leftfield Bass",85,"Staff Picks 2018: Leftfield Bass"
"43819fda-254e-4998-9375-a55ca0bb1488","Clara La San, Scratcha DVA","DJ Phil","Pink22 VIP feat. Clara La San","DJ Phil Remix","Take It All / Pink 22 - Remixes","Hyperdub","Cargo Records UK Ltd","Leftfield Bass",85,"Staff Picks 2018: Leftfield Bass"
"4a90803a-ae3b-4691-889c-86b6dd1dd939","Doctor Jeep, Fixate",NULL,"Dorado","Original Mix","Vault of Glass","Bun The Grid","INgrooves (International)","Leftfield Bass",85,"Staff Picks 2018: Leftfield Bass"
"ad5f232d-3117-4ded-be39-1e76ff0b10d6","Fill Spectre, Le Lion",NULL,"Techa","Original Mix","Techa","Southside Dubstar UK","Cygnus Music","Leftfield Bass",85,"Staff Picks 2018: Leftfield Bass"
"208e0d84-5ec4-4b04-9125-3a40d3a49dd0","Citizen Boy, Dapo Tuburna",NULL,"Alala feat. Dapo Tuburna","Original Mix","Alala","Gqom Oh!","Cargo Records UK Ltd","Leftfield Bass",85,"Staff Picks 2018: Leftfield Bass"
"576ee735-5f5b-4427-b7b9-ea7e77f7eae0","Alix Perez, Tsuruda",NULL,"Heat Wave","Original Mix","Heat Wave (feat. Alix Perez)","Courteous Family","Alpha Pup Records","Leftfield Bass",85,"Staff Picks 2018: Leftfield Bass"
